id,Datetime,Rainfall (mm),Discharge (ML/d),Turbidity (NTU),Discharge (cms),stormID,stormCount,base_flow,storm_flow,total_flow,norm_tot_q,norm_c,norm_ts,Time Period,Est_Tbdt_power_precal,Est_Tbdt_mix_Precal,Est_Tbdt_mix_Postcal,Est_Tbdt_mix_Fullcal
726,2014-11-30 21:00:00,0.5,5.004,2.9,0.058,0,1,0.0380655512624,0.0199344487376,0.058,0.0,0.0,0.0,,,,,
727,2014-11-30 22:00:00,0.0,48.458,33.7,0.561,0,1,0.03862190031752,0.52237809968248,0.561,0.1186041028059419,0.2185947480482612,0.0833333333333333,,,,,
728,2014-11-30 23:00:00,0.0,213.112,98.3,2.467,0,1,0.042256751501481,2.42474324849852,2.467,0.5680264088658336,0.6770759403832505,0.1666666666666666,,,,,
729,2014-12-01 00:00:00,0.0,371.467,143.8,4.299,0,1,0.0541309817022236,4.24486901829778,4.299,1.0,1.0,0.25,,,,,
730,2014-12-01 01:00:00,0.0,247.0,83.0,2.859,0,1,0.0718050502436846,2.78719494975632,2.859,0.6604574392831879,0.5684882895670688,0.3333333333333333,,,,,
731,2014-12-01 02:00:00,0.0,144.555,50.6,1.673,0,1,0.0886702475853426,1.58432975241466,1.673,0.3808064135817023,0.3385379701916253,0.4166666666666667,,,,,
732,2014-12-01 03:00:00,0.0,104.642,41.2,1.211,0,1,0.103492952300049,1.10750704769995,1.211,0.2718698420183918,0.2718239886444287,0.5,,,,,
733,2014-12-01 04:00:00,0.0,76.681,33.7,0.888,0,1,0.116116715552285,0.771883284447715,0.888,0.1957085593020513,0.2185947480482612,0.5833333333333334,,,,,
734,2014-12-01 05:00:00,0.0,63.61,29.8,0.736,0,1,0.126495535558953,0.609504464441047,0.736,0.1598679556708323,0.190915542938254,0.6666666666666666,,,,,
735,2014-12-01 06:00:00,0.0,51.408,29.0,0.595,0,1,0.13474855749482,0.46025144250518,0.595,0.1266210799339778,0.1852377572746628,0.75,,,,,
736,2014-12-01 07:00:00,0.0,43.329,28.2,0.501,0,1,0.141216379584505,0.359783620415495,0.501,0.1044564961094081,0.1795599716110716,0.8333333333333334,,,,,
737,2014-12-01 08:00:00,0.0,37.237,37.0,0.431,0,1,0.146283328234301,0.284716671765699,0.431,0.087950954963452,0.2420156139105748,0.9166666666666666,,,,,
738,2014-12-01 09:00:00,0.0,32.198,36.5,0.373,0,1,0.150248383247547,0.222751616752453,0.373,0.0742749351568026,0.2384669978708303,1.0,,,,,
822,2014-12-04 21:00:00,4.5,15.282,119.4,0.177,1,2,0.04930956143752,0.12769043856248,0.177,0.0010112684195319,0.3247742663656885,0.0,,,,,
823,2014-12-04 22:00:00,2.0,14.694,20.4,0.17,1,2,0.049895791731881,0.120104208268119,0.17,0.0,0.0454288939051918,0.0063291139240506,,,,,
824,2014-12-04 23:00:00,0.5,73.07,36.9,0.846,1,2,0.0514608599697435,0.794539140030256,0.846,0.0976596359433689,0.0919864559819413,0.0126582278481012,,,,,
825,2014-12-05 00:00:00,0.0,535.742,127.6,6.201,1,2,0.0599151951688278,6.14108480483117,6.201,0.8712799768852932,0.3479119638826185,0.0189873417721519,,,,,
826,2014-12-05 01:00:00,0.0,612.777,113.8,7.092,1,2,0.0816909165357246,7.01030908346427,7.092,1.0,0.3089729119638826,0.0253164556962025,,,,,
827,2014-12-05 02:00:00,0.0,395.766,82.8,4.581,1,2,0.109269242813769,4.47173075718623,4.581,0.6372435712221902,0.2215011286681715,0.0316455696202531,,,,,
828,2014-12-05 03:00:00,0.0,196.667,62.1,2.276,1,2,0.13364576363782,2.14235423636218,2.276,0.3042473273620341,0.1630925507900677,0.0379746835443038,,,,,
829,2014-12-05 04:00:00,0.0,121.566,57.4,1.407,1,2,0.154296063538751,1.25270393646125,1.407,0.1787055764229991,0.1498306997742663,0.0443037974683544,,,,,
830,2014-12-05 05:00:00,0.0,94.859,50.7,1.098,1,2,0.17115132876436,0.92684867123564,1.098,0.1340652990465183,0.1309255079006772,0.050632911392405,,,,,
