"Time","212042","","212042","","212042","",""
"and","10.00","","141.00","","2030.00","",""
"Date","Rainfall (mm)","","Discharge (ML/d)","","Turbidity (NTU)","",""
"Date and time","Total","Quality","Mean","Quality","Mean","Quality","Comments"
00:00:00 29/10/2010,        0.00,    100,      17.606,    140,"",    255, 
00:00:00 30/10/2010,        0.00,    100,      16.341,    140,"",    255, 
00:00:00 31/10/2010,        0.00,    100,      17.222,    140,"",    255, 
00:00:00 01/11/2010,        0.00,    100,      15.964,    140,"",    255, 
00:00:00 02/11/2010,       30.50,    100,     143.756,    140,"",    255, 
00:00:00 03/11/2010,        1.50,    100,      59.257,    140,"",    255, 
00:00:00 04/11/2010,        0.00,    100,      31.687,    140,"",    255, 
00:00:00 05/11/2010,        7.00,    100,      31.687,    140,"",    255, 
00:00:00 06/11/2010,        1.50,    100,      29.983,    140,"",    255, 
00:00:00 07/11/2010,        6.00,    100,      34.591,    140,"",    255, 
00:00:00 08/11/2010,        0.00,    100,      31.458,    140,"",    255, 
00:00:00 09/11/2010,        0.50,    100,      26.622,    140,"",    255, 
00:00:00 10/11/2010,        0.50,    100,      31.562,    140,"",    255, 
00:00:00 11/11/2010,        1.00,    100,      22.589,    140,"",    255, 
00:00:00 12/11/2010,        0.00,    100,      19.916,    140,"",    255, 
00:00:00 13/11/2010,        0.00,    100,      20.784,    140,"",    255, 
00:00:00 14/11/2010,        3.00,    100,      19.476,    140,"",    255, 
00:00:00 15/11/2010,        2.00,    100,      19.688,    140,"",    255, 
00:00:00 16/11/2010,       34.00,    100,     115.411,    140,"",    255, 
00:00:00 17/11/2010,        0.00,    100,      56.846,    140,"",    255, 
00:00:00 18/11/2010,        0.00,    100,      34.390,    140,"",    255, 
00:00:00 19/11/2010,        0.00,    100,      27.934,    140,"",    255, 
00:00:00 20/11/2010,        0.00,    100,      23.255,    140,"",    255, 
00:00:00 21/11/2010,        0.00,    100,      21.243,    140,"",    255, 
00:00:00 22/11/2010,        0.00,    100,      18.212,    140,"",    255, 
00:00:00 23/11/2010,        0.00,    100,      16.609,    140,"",    255, 
00:00:00 24/11/2010,        0.00,    100,      15.720,    140,"",    255, 
