id,Datetime,Discharge (ML/d),Turbidity (NTU),Discharge (cms)
0,16/02/2014,21.231,7.1,0.246
1,17/02/2014,22.646,4.4,0.262
2,18/02/2014,20.543,3.7,0.238
3,19/02/2014,19.237,3,0.223
4,20/02/2014,25.141,4.9,0.291
5,21/02/2014,57.954,12.9,0.671
6,22/02/2014,29.991,6.6,0.347
7,23/02/2014,24.083,3.5,0.279
8,24/02/2014,21.998,2.8,0.255
9,25/02/2014,21.143,2.5,0.245
10,26/02/2014,19.659,2.3,0.228
11,27/02/2014,19.694,2.2,0.228
12,28/02/2014,19.873,2.3,0.23
13,1/03/2014,20.538,2.5,0.238
14,2/03/2014,25.054,4.2,0.29
15,3/03/2014,32.891,4.3,0.381
16,4/03/2014,28.284,3.6,0.327
17,5/03/2014,25.668,2.9,0.297
18,6/03/2014,25.568,3.2,0.296
19,7/03/2014,28.002,2.7,0.324
20,8/03/2014,78.111,23.3,0.904
21,9/03/2014,104.602,111.4,1.211
22,10/03/2014,41.317,12.6,0.478
23,11/03/2014,32.037,5.1,0.371
24,12/03/2014,28.463,3.7,0.329
25,13/03/2014,26.236,3.2,0.304
26,14/03/2014,26.863,4.3,0.311
27,15/03/2014,38.073,5.3,0.441
28,16/03/2014,159.926,18.1,1.851
29,17/03/2014,103.589,9.1,1.199
30,18/03/2014,83.39,6,0.965
31,19/03/2014,57.797,4.6,0.669
32,20/03/2014,47.989,3.9,0.555
33,21/03/2014,41.363,3.4,0.479
34,22/03/2014,41.057,3.3,0.475
35,23/03/2014,41.772,3.4,0.483
36,24/03/2014,41.812,3.4,0.484
37,25/03/2014,40.204,3.7,0.465
38,26/03/2014,54.411,3.6,0.63
39,27/03/2014,53.183,4.1,0.616
40,28/03/2014,238.011,16.6,2.755
41,29/03/2014,236.153,11.8,2.733
42,30/03/2014,281.121,10.3,3.254
43,31/03/2014,156.477,5.1,1.811
44,1/04/2014,107.856,4,1.248
45,2/04/2014,85.923,3.5,0.994
46,3/04/2014,75.558,3.3,0.875
47,4/04/2014,66.533,3.1,0.77
48,5/04/2014,271.678,24.8,3.144
49,6/04/2014,478.021,13.6,5.533
50,7/04/2014,225.824,5.8,2.614
51,8/04/2014,146.409,3.7,1.695
52,9/04/2014,111.291,3.2,1.288
53,10/04/2014,97.202,3,1.125
54,11/04/2014,87.228,3.2,1.01
55,12/04/2014,107.052,3.7,1.239
56,13/04/2014,122.901,5.7,1.422
57,14/04/2014,102.558,4.2,1.187
58,15/04/2014,81.386,3,0.942
59,16/04/2014,71.709,2.7,0.83
60,17/04/2014,59.027,2.7,0.683
61,18/04/2014,58.938,2.9,0.682
62,19/04/2014,62.243,3.5,0.72
63,20/04/2014,62.119,3,0.719
64,21/04/2014,58.195,2.8,0.674
65,22/04/2014,54.606,2.9,0.632
66,23/04/2014,54.154,2.7,0.627
67,24/04/2014,53.196,2.7,0.616
68,25/04/2014,55.306,2.7,0.64
69,26/04/2014,50.406,2.8,0.583
70,27/04/2014,63.517,3.6,0.735
71,28/04/2014,42.312,2.7,0.49
72,29/04/2014,52.908,2.4,0.612
73,30/04/2014,54.598,2.5,0.632
74,1/05/2014,48.028,2.1,0.556
75,2/05/2014,46.412,2,0.537
76,3/05/2014,47.068,2,0.545
77,4/05/2014,51.221,2.2,0.593
78,5/05/2014,42.619,2.2,0.493
79,6/05/2014,33.981,1.9,0.393
80,7/05/2014,42.295,1.9,0.49
81,8/05/2014,43.838,2,0.507
82,9/05/2014,48.766,2.1,0.564
83,10/05/2014,52.577,2,0.609
84,11/05/2014,53.278,2,0.617
85,12/05/2014,53.149,2.3,0.615
86,13/05/2014,51.427,2,0.595
87,14/05/2014,48.635,1.9,0.563
88,15/05/2014,43.683,2,0.506
89,16/05/2014,42.702,1.9,0.494
90,17/05/2014,37.728,1.9,0.437
91,18/05/2014,37.827,2.1,0.438
92,19/05/2014,37.61,2,0.435
93,20/05/2014,38.176,2,0.442
94,21/05/2014,35.205,1.9,0.407
95,22/05/2014,34.932,1.8,0.404
96,23/05/2014,35.323,1.7,0.409
97,24/05/2014,39.489,1.8,0.457
98,25/05/2014,35.826,1.9,0.415
99,26/05/2014,36.257,2.1,0.42
100,27/05/2014,36.903,1.9,0.427
101,28/05/2014,67.373,3.9,0.78
102,29/05/2014,45.618,2.4,0.528
103,30/05/2014,29.096,1.8,0.337
104,31/05/2014,27.202,1.7,0.315
105,1/06/2014,28.123,1.7,0.325
106,2/06/2014,36.995,3,0.428
107,3/06/2014,63.875,3.4,0.739
108,4/06/2014,44.029,2.3,0.51
109,5/06/2014,41.526,1.9,0.481
110,6/06/2014,41.251,1.8,0.477
111,7/06/2014,42.98,1.7,0.497
112,8/06/2014,39.961,2.7,0.463
113,9/06/2014,40.952,3.1,0.474
114,10/06/2014,42.113,2.1,0.487
115,11/06/2014,47.628,1.9,0.551
116,12/06/2014,46.118,1.7,0.534
117,13/06/2014,41.199,1.7,0.477
118,14/06/2014,38.403,1.5,0.444
119,15/06/2014,41.651,2.1,0.482
120,16/06/2014,37.09,2,0.429
121,17/06/2014,34.247,1.6,0.396
122,18/06/2014,35.335,1.7,0.409
123,19/06/2014,32.771,1.6,0.379
124,20/06/2014,36.448,1.5,0.422
125,21/06/2014,41.913,1.7,0.485
126,22/06/2014,29.384,1.7,0.34
127,23/06/2014,45.007,2.3,0.521
128,24/06/2014,62.409,2.6,0.722
129,25/06/2014,69.471,2.7,0.804
130,26/06/2014,34.117,2.3,0.395
131,27/06/2014,23.135,2.2,0.268
132,28/06/2014,27.403,1.7,0.317
133,29/06/2014,54.711,2.3,0.633
134,30/06/2014,46.01,2.4,0.533
135,1/07/2014,23.614,4.4,0.273
136,2/07/2014,28.375,5.6,0.328
137,3/07/2014,36.935,2,0.427
138,4/07/2014,37.881,1.8,0.438
139,5/07/2014,45.083,1.6,0.522
140,6/07/2014,32.782,2.9,0.379
141,7/07/2014,33.654,2.5,0.39
142,8/07/2014,34.507,1.7,0.399
143,9/07/2014,35.172,1.7,0.407
144,10/07/2014,58.009,2.5,0.671
145,11/07/2014,31.4,2.1,0.363
146,12/07/2014,23.121,1.6,0.268
147,13/07/2014,28.894,2.2,0.334
148,14/07/2014,23.865,2.1,0.276
149,15/07/2014,27.529,1.7,0.319
150,16/07/2014,32.573,1.9,0.377
151,17/07/2014,45.584,2.1,0.528
152,18/07/2014,51.194,2.4,0.593
153,19/07/2014,35.171,1.9,0.407
154,20/07/2014,35.448,2.3,0.41
155,21/07/2014,36.461,1.9,0.422
156,22/07/2014,36.871,1.6,0.427
157,23/07/2014,35.839,1.6,0.415
158,27/07/2014,42.743,5.7,0.495
159,28/07/2014,61.448,4.1,0.711
160,29/07/2014,54.942,2.5,0.636
161,30/07/2014,60.79,2.6,0.704
162,31/07/2014,37.564,2.6,0.435
163,1/08/2014,67.51,3.6,0.781
164,2/08/2014,57.19,2.6,0.662
165,3/08/2014,16.621,2.6,0.192
166,4/08/2014,11.827,2.6,0.137
167,5/08/2014,26.561,2.4,0.307
168,6/08/2014,33.119,1.8,0.383
169,7/08/2014,33.459,1.7,0.387
170,8/08/2014,33.368,1.9,0.386
171,9/08/2014,33.648,1.9,0.389
172,10/08/2014,39.115,1.8,0.453
173,11/08/2014,32.759,2.1,0.379
174,12/08/2014,29.773,2.1,0.345
175,13/08/2014,31.548,1.7,0.365
176,14/08/2014,32.634,1.9,0.378
177,15/08/2014,29.349,1.7,0.34
178,16/08/2014,26.909,1.5,0.311
179,17/08/2014,23.83,1.7,0.276
180,18/08/2014,89.033,5.6,1.03
181,19/08/2014,146.545,11.3,1.696
182,20/08/2014,164.727,7.3,1.907
183,21/08/2014,104.229,3.7,1.206
184,22/08/2014,73.074,2.2,0.846
185,23/08/2014,63.371,1.6,0.733
186,24/08/2014,58.093,1.7,0.672
187,25/08/2014,55.544,1.9,0.643
188,26/08/2014,52.38,1.6,0.606
189,27/08/2014,50.964,1.7,0.59
190,28/08/2014,107.886,6,1.249
191,29/08/2014,93.145,5.6,1.078
192,30/08/2014,71.69,3.7,0.83
193,31/08/2014,60.487,3.6,0.7
194,1/09/2014,57.017,2.8,0.66
195,2/09/2014,57.247,2.3,0.663
196,3/09/2014,53.009,2.1,0.614
197,4/09/2014,57.141,2,0.661
198,5/09/2014,50.403,2.1,0.583
199,6/09/2014,49.974,2,0.578
200,7/09/2014,48.745,2,0.564
201,8/09/2014,48.126,1.8,0.557
202,9/09/2014,50.069,1.8,0.58
203,10/09/2014,62.054,2.3,0.718
204,11/09/2014,112.333,8.5,1.3
205,12/09/2014,121.426,6.4,1.405
206,13/09/2014,83.27,4.3,0.964
207,14/09/2014,61.018,3.1,0.706
208,15/09/2014,56.945,3,0.659
209,16/09/2014,49.051,3.3,0.568
210,17/09/2014,54.89,2.7,0.635
211,18/09/2014,41.973,2.5,0.486
212,19/09/2014,40.596,2.5,0.47
213,20/09/2014,38.724,2.4,0.448
214,21/09/2014,39.834,2.4,0.461
215,22/09/2014,39.837,2.6,0.461
216,23/09/2014,39.096,2.2,0.452
217,24/09/2014,38.803,2.3,0.449
218,25/09/2014,43.081,2.4,0.499
219,26/09/2014,42.719,2.5,0.494
220,27/09/2014,40.094,2.3,0.464
221,28/09/2014,34.203,2.3,0.396
222,29/09/2014,40.465,2.4,0.468
223,30/09/2014,43.013,2.6,0.498
224,1/10/2014,71.63,4.6,0.829
225,2/10/2014,24.35,2.7,0.282
226,3/10/2014,12.41,2.6,0.144
227,4/10/2014,25.118,2.8,0.291
228,5/10/2014,32.143,3.1,0.372
229,6/10/2014,31.672,3.1,0.367
230,7/10/2014,41.409,3.2,0.479
231,8/10/2014,40.406,3.3,0.468
232,9/10/2014,19.549,2.3,0.226
233,10/10/2014,27.448,2.4,0.318
234,1/11/2014,36.126,1.3,0.418
235,2/11/2014,68.234,3.1,0.79
236,3/11/2014,19.133,1.6,0.221
237,4/11/2014,12.357,1.3,0.143
238,5/11/2014,21.953,1.3,0.254
239,6/11/2014,28.7,1.4,0.332
240,7/11/2014,25.713,1.2,0.298
241,8/11/2014,24.597,1.1,0.285
242,9/11/2014,25.786,1.5,0.298
243,10/11/2014,26.17,1.6,0.303
244,11/11/2014,27.449,1.6,0.318
245,12/11/2014,21.776,1.6,0.252
246,13/11/2014,22.168,1.8,0.257
247,14/11/2014,23.967,2,0.277
248,15/11/2014,25.125,2.1,0.291
249,16/11/2014,20.317,2.1,0.235
250,17/11/2014,35.486,3.7,0.411
251,18/11/2014,19.036,2.3,0.22
252,19/11/2014,13.463,2.1,0.156
253,20/11/2014,16.881,2.3,0.195
254,21/11/2014,24.448,2.3,0.283
255,22/11/2014,28.435,3,0.329
256,23/11/2014,15.742,2.5,0.182
257,24/11/2014,21.814,2.8,0.252
258,25/11/2014,24.661,3.4,0.285
259,26/11/2014,30.06,2.9,0.348
260,27/11/2014,26.959,2.8,0.312
261,28/11/2014,21.568,2.4,0.25
262,29/11/2014,20.697,2.3,0.24
263,30/11/2014,21.571,2.7,0.25
264,1/12/2014,26.642,3.3,0.308
265,2/12/2014,51.094,5.4,0.591
266,3/12/2014,53.271,4.2,0.617
267,4/12/2014,35.996,3.4,0.417
268,5/12/2014,33.554,4.4,0.388
269,6/12/2014,43.478,4.3,0.503
270,7/12/2014,62.282,6.3,0.721
271,8/12/2014,147.527,12.3,1.707
272,9/12/2014,160.685,13.9,1.86
273,10/12/2014,147.65,7.9,1.709
274,11/12/2014,86.418,8.5,1
275,12/12/2014,110.468,6.8,1.279
276,13/12/2014,104.538,5.7,1.21
277,14/12/2014,74.739,4.6,0.865
278,15/12/2014,57.986,3.9,0.671
279,16/12/2014,46.546,3.3,0.539
280,17/12/2014,70.066,5,0.811
281,18/12/2014,30.845,3.7,0.357
282,19/12/2014,24.381,3.3,0.282
283,20/12/2014,20.194,3.1,0.234
284,21/12/2014,21.201,3.4,0.245
285,22/12/2014,25.156,3.5,0.291
286,23/12/2014,29.515,4.2,0.342
287,24/12/2014,49.289,5.3,0.57
288,25/12/2014,41.929,4.3,0.485
289,26/12/2014,52.043,5.9,0.602
290,27/12/2014,109.471,12.4,1.267
291,28/12/2014,62.683,6.6,0.725
292,29/12/2014,53.203,4.8,0.616
293,30/12/2014,54.576,5.2,0.632
294,31/12/2014,41.847,4.7,0.484
295,1/01/2015,26.889,4.3,0.311
296,2/01/2015,31.517,4.3,0.365
297,3/01/2015,29.441,4.7,0.341
298,4/01/2015,39.595,7,0.458
299,5/01/2015,42.73,7,0.495
300,6/01/2015,325.481,27.1,3.767
301,7/01/2015,94.484,8.8,1.094
302,8/01/2015,71.443,5.7,0.827
303,9/01/2015,58.902,5.1,0.682
304,10/01/2015,61.956,8.4,0.717
305,11/01/2015,92.265,7.8,1.068
306,12/01/2015,239.79,14.9,2.775
307,13/01/2015,282.348,9.1,3.268
308,14/01/2015,189.654,6.4,2.195
309,15/01/2015,152.43,10.9,1.764
310,16/01/2015,107.595,7.7,1.245
311,17/01/2015,89.745,10.6,1.039
312,18/01/2015,74.645,23.8,0.864
313,19/01/2015,57.708,22.8,0.668
314,20/01/2015,56.433,19.8,0.653
315,21/01/2015,58.232,16,0.674
316,22/01/2015,55.259,16.1,0.64
317,23/01/2015,51.973,25.5,0.602
318,24/01/2015,49.465,30.2,0.573
319,25/01/2015,46.624,39.2,0.54
320,26/01/2015,58.439,35.3,0.676
321,27/01/2015,46.641,22.7,0.54
322,28/01/2015,59.373,13.7,0.687
323,29/01/2015,71.835,8.3,0.831
324,30/01/2015,64.4,6.6,0.745
325,31/01/2015,49.759,5,0.576
326,1/02/2015,43.229,4.8,0.5
327,2/02/2015,37.771,6.9,0.437
328,3/02/2015,46.196,23.7,0.535
329,4/02/2015,39.861,16.7,0.461
330,5/02/2015,35.689,9.7,0.413
331,6/02/2015,36.884,22.1,0.427
332,7/02/2015,36.12,18.1,0.418
333,8/02/2015,34.9,7.9,0.404
334,9/02/2015,32.425,7.1,0.375
335,10/02/2015,30.829,12.9,0.357
336,11/02/2015,34.222,10.3,0.396
337,12/02/2015,36.894,5.6,0.427
338,13/02/2015,30.733,3.8,0.356
339,14/02/2015,35.514,4.3,0.411
340,15/02/2015,37.972,4.3,0.439
341,16/02/2015,33.918,5.6,0.393
342,17/02/2015,42.554,7.2,0.493
343,18/02/2015,40.351,7.3,0.467
344,19/02/2015,35.524,8.4,0.411
345,20/02/2015,32.808,7.6,0.38
346,21/02/2015,30.837,7.3,0.357
347,22/02/2015,30.997,6.7,0.359
348,23/02/2015,32.299,6.1,0.374
349,24/02/2015,31.949,3.6,0.37
350,25/02/2015,33.554,3.3,0.388
351,26/02/2015,33.536,2.9,0.388
352,27/02/2015,34.094,2.9,0.395
353,28/02/2015,31.359,2.8,0.363
354,1/03/2015,31.011,3.1,0.359
355,2/03/2015,40.079,3.6,0.464
356,3/03/2015,41.248,2.9,0.477
357,4/03/2015,37.416,2.6,0.433
358,5/03/2015,30.167,2.5,0.349
359,6/03/2015,30.569,2.6,0.354
360,7/03/2015,27.014,2.4,0.313
361,8/03/2015,26.46,2.3,0.306
362,9/03/2015,24.754,2.3,0.287
363,10/03/2015,23.282,2.2,0.269
364,11/03/2015,23.236,2.1,0.269
365,12/03/2015,32.566,2.5,0.377
366,13/03/2015,30.765,2.3,0.356
367,14/03/2015,27.703,2.4,0.321
368,15/03/2015,25.483,2.4,0.295
369,16/03/2015,24.367,2.2,0.282
370,17/03/2015,23.585,2.1,0.273
371,18/03/2015,24.518,1.9,0.284
372,19/03/2015,35.234,2.6,0.408
373,20/03/2015,25.496,2.2,0.295
374,21/03/2015,26.456,2.2,0.306
375,22/03/2015,23.689,2.1,0.274
376,23/03/2015,22.928,2.2,0.265
377,24/03/2015,23.076,2.1,0.267
378,25/03/2015,17.611,2.4,0.204
379,26/03/2015,22.577,2.3,0.261
380,27/03/2015,34.235,2.3,0.396
381,28/03/2015,28.485,2.2,0.33
382,29/03/2015,27.476,2.4,0.318
383,30/03/2015,30.085,2.4,0.348
384,31/03/2015,28.836,2.6,0.334
385,1/04/2015,31.303,4.4,0.362
386,2/04/2015,33.183,3,0.384
387,3/04/2015,31.932,2.4,0.37
388,4/04/2015,39.359,4.3,0.456
389,5/04/2015,64.539,6.1,0.747
390,6/04/2015,67.719,4.1,0.784
391,7/04/2015,50.818,2.9,0.588
392,8/04/2015,57.658,3.3,0.667
393,9/04/2015,47.509,4.2,0.55
394,10/04/2015,23.044,3,0.267
395,11/04/2015,24.457,2.6,0.283
396,12/04/2015,33.245,3,0.385
397,13/04/2015,34.197,2.8,0.396
398,14/04/2015,33.761,3.7,0.391
399,15/04/2015,34.746,3.5,0.402
400,16/04/2015,33.305,3,0.385
401,17/04/2015,41.001,3.8,0.475
402,18/04/2015,39.645,5.1,0.459
403,19/04/2015,54.137,6,0.627
404,20/04/2015,51.317,5.7,0.594
405,21/04/2015,152.399,24.3,1.764
406,22/04/2015,1268.575,39.6,14.683
407,23/04/2015,1111.752,12.3,12.868
408,24/04/2015,1129.96,12.3,13.078
409,25/04/2015,517.446,7.4,5.989
410,26/04/2015,291.865,6.8,3.378
411,27/04/2015,229.559,7.3,2.657
412,28/04/2015,169.515,7.2,1.962
413,29/04/2015,133.707,6.3,1.548
414,30/04/2015,113.142,4.3,1.31
415,1/05/2015,106.596,3.6,1.234
416,2/05/2015,111.871,3.2,1.295
417,3/05/2015,121.618,3.4,1.408
418,4/05/2015,142.206,3.6,1.646
419,5/05/2015,141.847,3.6,1.642
420,6/05/2015,139.231,3.6,1.611
421,7/05/2015,74.671,3.5,0.864
422,8/05/2015,68.893,2.7,0.797
423,9/05/2015,68.93,2.4,0.798
424,10/05/2015,71.506,2.3,0.828
425,11/05/2015,97.97,2.6,1.134
426,12/05/2015,61.482,2.3,0.712
427,13/05/2015,57.605,1.9,0.667
428,14/05/2015,60.274,1.9,0.698
429,15/05/2015,51.092,1.7,0.591
430,16/05/2015,52.064,1.7,0.603
431,17/05/2015,51.904,1.8,0.601
432,18/05/2015,52.005,2,0.602
433,19/05/2015,52.37,1.6,0.606
434,20/05/2015,54.513,1.9,0.631
435,21/05/2015,85.33,2.2,0.988
436,22/05/2015,63.247,2.1,0.732
437,23/05/2015,65.262,1.9,0.755
438,24/05/2015,61.622,2.4,0.713
439,25/05/2015,56.264,1.9,0.651
440,26/05/2015,53.91,1.5,0.624
441,27/05/2015,52.323,1.4,0.606
442,28/05/2015,55.208,1.3,0.639
443,29/05/2015,54.48,1.2,0.631
444,30/05/2015,55.752,1.2,0.645
445,31/05/2015,49.667,1.1,0.575
446,1/06/2015,46.022,1.2,0.533
447,2/06/2015,48.542,1.4,0.562
448,3/06/2015,42.925,1.1,0.497
449,4/06/2015,51.299,1.2,0.594
450,5/06/2015,54.941,1.5,0.636
451,6/06/2015,45.606,1.2,0.528
452,7/06/2015,43.872,1.7,0.508
453,8/06/2015,47.105,2.3,0.545
454,9/06/2015,53.377,1.7,0.618
455,10/06/2015,48.998,1.5,0.567
456,11/06/2015,36.482,1.3,0.422
457,12/06/2015,40.902,1.2,0.473
458,13/06/2015,42.172,1.3,0.488
459,14/06/2015,43.122,1.3,0.499
460,15/06/2015,42.305,1.4,0.49
461,16/06/2015,41.746,1.2,0.483
462,17/06/2015,53.803,1.8,0.623
463,18/06/2015,86.084,2.3,0.996
464,19/06/2015,95.757,2.9,1.108
465,20/06/2015,80.509,2.2,0.932
466,21/06/2015,68.634,2.1,0.794
467,22/06/2015,56.741,1.9,0.657
468,23/06/2015,52.503,1.4,0.608
469,24/06/2015,57.002,1.4,0.66
470,25/06/2015,44.123,1.3,0.511
471,26/06/2015,42.715,1.3,0.494
472,27/06/2015,46.818,1.3,0.542
473,28/06/2015,43.758,1.3,0.506
474,29/06/2015,36.701,1.7,0.425
475,30/06/2015,45.095,1.4,0.522
476,1/07/2015,52.267,1.4,0.605
477,2/07/2015,42.688,1.2,0.494
478,3/07/2015,41.866,1.1,0.485
479,4/07/2015,40.899,1.1,0.473
480,5/07/2015,40.939,1.3,0.474
481,6/07/2015,41.749,1.3,0.483
482,7/07/2015,42.254,1.2,0.489
483,8/07/2015,38.776,1.2,0.449
484,9/07/2015,40.247,1.1,0.466
485,10/07/2015,41.922,1.2,0.485
486,11/07/2015,45.182,1.6,0.523
487,12/07/2015,59.031,1.7,0.683
488,13/07/2015,108.739,5.7,1.259
489,14/07/2015,111.511,5.5,1.291
490,15/07/2015,121.764,4.9,1.409
491,16/07/2015,97.207,3.1,1.125
492,17/07/2015,84.668,2.5,0.98
493,18/07/2015,117.978,3.5,1.365
494,19/07/2015,156.563,5.2,1.812
495,20/07/2015,120.052,3.8,1.389
496,21/07/2015,93.069,2.7,1.077
497,22/07/2015,80.229,2.2,0.929
498,23/07/2015,78.056,1.8,0.903
499,24/07/2015,82.795,2.8,0.958
500,25/07/2015,91.414,2,1.058
501,26/07/2015,73.669,3,0.853
502,27/07/2015,71.296,2.4,0.825
503,28/07/2015,52.935,1.7,0.613
504,29/07/2015,54.708,1.5,0.633
505,30/07/2015,55.755,1.5,0.645
506,31/07/2015,60.111,1.5,0.696
507,1/08/2015,44.952,1.4,0.52
508,2/08/2015,56.704,1.5,0.656
509,3/08/2015,65.024,3.5,0.753
510,4/08/2015,39.351,1.7,0.455
511,5/08/2015,41.276,1.3,0.478
512,6/08/2015,49.441,1.3,0.572
513,7/08/2015,45.342,1.3,0.525
514,8/08/2015,46.788,1.4,0.542
515,9/08/2015,45.141,1.5,0.522
516,10/08/2015,50.106,1.5,0.58
517,11/08/2015,47.864,1.6,0.554
518,12/08/2015,42.968,1.8,0.497
519,13/08/2015,48.725,1.9,0.564
520,14/08/2015,41.07,1.8,0.475
521,15/08/2015,34.745,1.5,0.402
522,16/08/2015,40.64,1.9,0.47
523,17/08/2015,45.247,2,0.524
524,18/08/2015,41.247,1.8,0.477
525,19/08/2015,37.66,1.6,0.436
526,20/08/2015,40.216,1.5,0.465
527,21/08/2015,40.29,1.5,0.466
528,22/08/2015,43.688,1.4,0.506
529,23/08/2015,51.687,2,0.598
530,24/08/2015,37.517,2.1,0.434
531,25/08/2015,63.505,2.3,0.735
532,26/08/2015,116.755,4.4,1.351
533,27/08/2015,129.857,4.2,1.503
534,28/08/2015,116.02,2.9,1.343
535,29/08/2015,76.465,2.3,0.885
536,30/08/2015,69.124,2.5,0.8
537,31/08/2015,62.427,2.2,0.723
538,1/09/2015,59.369,1.7,0.687
539,2/09/2015,53.204,1.6,0.616
540,3/09/2015,48.295,1.6,0.559
541,4/09/2015,55.822,1.7,0.646
542,5/09/2015,52.45,1.6,0.607
543,6/09/2015,51.574,1.6,0.597
544,7/09/2015,50.894,1.4,0.589
545,8/09/2015,61.311,1.8,0.71
546,9/09/2015,38.459,1.5,0.445
547,10/09/2015,37.257,1.3,0.431
548,11/09/2015,43.456,1.2,0.503
549,12/09/2015,43.364,1.2,0.502
550,13/09/2015,41.933,1.4,0.485
551,14/09/2015,40.237,1.5,0.466
552,15/09/2015,40.653,1.4,0.471
553,16/09/2015,87.987,3.5,1.018
554,17/09/2015,26.961,2,0.312
555,18/09/2015,21.695,1.6,0.251
556,19/09/2015,29.049,1.6,0.336
557,20/09/2015,38.409,1.7,0.445
558,21/09/2015,40.374,1.6,0.467
559,22/09/2015,40.513,1.7,0.469
560,23/09/2015,38.068,1.7,0.441
561,24/09/2015,33.933,1.7,0.393
562,25/09/2015,29.461,1.6,0.341
563,26/09/2015,29.267,1.6,0.339
564,27/09/2015,36.22,1.9,0.419
565,28/09/2015,35.583,2.1,0.412
566,29/09/2015,33.68,1.8,0.39
567,30/09/2015,32.878,1.8,0.381
568,1/10/2015,36.845,2,0.426
569,2/10/2015,37.691,2.4,0.436
570,3/10/2015,27.23,2.2,0.315
571,4/10/2015,32.573,2.7,0.377
572,5/10/2015,29.465,2.6,0.341
573,6/10/2015,27.991,2.3,0.324
574,7/10/2015,37.457,2.5,0.434
575,8/10/2015,25.461,2.4,0.295
576,9/10/2015,29.073,2.2,0.336
577,10/10/2015,30.496,2.2,0.353
578,11/10/2015,36.224,2.5,0.419
579,12/10/2015,37.305,2.6,0.432
580,13/10/2015,43.61,2.9,0.505
581,14/10/2015,26.545,2.5,0.307
582,15/10/2015,29.751,2.3,0.344
583,16/10/2015,30.581,2.2,0.354
584,17/10/2015,29.962,2.3,0.347
585,18/10/2015,29.218,2.4,0.338
586,19/10/2015,27.648,2.4,0.32
587,20/10/2015,50.683,7.2,0.587
588,21/10/2015,110.557,8.1,1.28
589,22/10/2015,72.091,3.6,0.834
590,23/10/2015,51.273,2.8,0.593
591,24/10/2015,59.052,2.9,0.683
592,25/10/2015,46.431,2.6,0.537
593,26/10/2015,41.485,2.5,0.48
594,27/10/2015,39.348,2.4,0.455
595,28/10/2015,34.605,2.4,0.401
596,29/10/2015,31.273,2.3,0.362
597,30/10/2015,33.317,2.1,0.386
598,31/10/2015,31.333,2,0.363
599,1/11/2015,34.394,2.5,0.398
600,2/11/2015,42.941,3.2,0.497
601,3/11/2015,83.942,6.3,0.972
602,4/11/2015,53.671,4.2,0.621
603,5/11/2015,55.927,6.3,0.647
604,6/11/2015,64.429,7.6,0.746
605,7/11/2015,131.294,10.6,1.52
606,8/11/2015,123.15,5.7,1.425
607,9/11/2015,78.253,3.5,0.906
608,10/11/2015,53.861,2.6,0.623
609,11/11/2015,42.629,2.1,0.493
610,12/11/2015,36.207,2.2,0.419
611,13/11/2015,42.189,2.4,0.488
612,14/11/2015,46.668,2.6,0.54
613,15/11/2015,57.473,4.8,0.665
614,16/11/2015,51.512,3.7,0.596
615,17/11/2015,46.247,2.4,0.535
616,18/11/2015,40.793,2.4,0.472
617,19/11/2015,48.055,2.8,0.556
618,20/11/2015,24.284,2.3,0.281
619,21/11/2015,45.432,3.1,0.526
620,22/11/2015,21.778,2.8,0.252
621,23/11/2015,16.774,2.5,0.194
622,24/11/2015,24.975,2.5,0.289
623,25/11/2015,21.781,2.1,0.252
624,26/11/2015,29.486,2.5,0.341
625,27/11/2015,40.688,3,0.471
626,28/11/2015,14.237,2.3,0.165
627,29/11/2015,8.699,2.5,0.101
628,30/11/2015,19.104,2.6,0.221
629,1/12/2015,24.342,2.5,0.282
630,2/12/2015,28.556,2.7,0.331
631,3/12/2015,17.201,2.8,0.199
632,4/12/2015,11.41,2.1,0.132
633,5/12/2015,15.525,2.2,0.18
634,6/12/2015,18.253,2.2,0.211
635,7/12/2015,20.575,2.1,0.238
636,8/12/2015,21.856,2,0.253
637,9/12/2015,26.788,2.3,0.31
638,10/12/2015,28.561,2.6,0.331
639,11/12/2015,29.772,2.5,0.345
640,12/12/2015,31.414,2.7,0.364
641,13/12/2015,16.337,2.4,0.189
642,14/12/2015,7.49,2.4,0.087
643,15/12/2015,13.255,2.2,0.153
644,16/12/2015,13.782,2,0.16
645,17/12/2015,20.365,2.1,0.236
646,18/12/2015,21.694,2.4,0.251
647,19/12/2015,13.749,1.6,0.159
648,20/12/2015,8.961,1.7,0.104
649,21/12/2015,25.855,2.4,0.299
650,22/12/2015,17.662,2.5,0.204
651,23/12/2015,33.734,3.7,0.39
652,24/12/2015,63.323,3.6,0.733
653,25/12/2015,41.081,2.5,0.475
654,26/12/2015,30.374,1.9,0.352
655,27/12/2015,41.895,2.3,0.485
656,28/12/2015,32.498,2,0.376
657,29/12/2015,26.944,2.1,0.312
658,30/12/2015,26.216,1.9,0.303
659,31/12/2015,26.386,1.9,0.305
660,1/01/2016,25.793,1.9,0.299
661,2/01/2016,26.041,1.9,0.301
662,3/01/2016,24.63,1.9,0.285
663,4/01/2016,23.166,2.1,0.268
664,5/01/2016,31.833,2.1,0.368
665,6/01/2016,49.42,3.6,0.572
666,7/01/2016,109.047,6.1,1.262
667,8/01/2016,81.863,3.8,0.947
668,9/01/2016,53.193,2.1,0.616
