id,Datetime,Rainfall (mm),Discharge (ML/d),Turbidity (NTU),Discharge (cms)
2117,20/09/2020,0,22.47,4.2,0.26
2118,21/09/2020,16.5,62.738,28.7,0.726
2119,22/09/2020,0,35.01,11.1,0.405
2120,2/10/2020,1,21.268,4,0.246
2121,3/10/2020,0,20.072,4.3,0.232
2122,4/10/2020,0,19.004,3.7,0.22
2123,5/10/2020,0,17.676,3.9,0.205
2124,6/10/2020,0,17.092,4.1,0.198
2125,7/10/2020,0,16.822,3.9,0.195
2126,8/10/2020,0.5,16.456,3.8,0.19
2127,9/10/2020,2.5,19.562,4.7,0.226
2128,10/10/2020,0,16.8,4.3,0.194
2129,11/10/2020,0,15.348,3.5,0.178
2130,12/10/2020,0,14.797,3.4,0.171
2131,13/10/2020,0,14.262,3.6,0.165
2132,14/10/2020,0,14.487,3.7,0.168
2133,15/10/2020,0,14.185,3.9,0.164
2134,16/10/2020,0,13.591,4.2,0.157
2135,17/10/2020,0,13.372,4.7,0.155
2136,18/10/2020,1.5,12.954,4.2,0.15
2137,19/10/2020,0.5,14.639,4.3,0.169
2138,20/10/2020,0,13.394,4.1,0.155
2139,21/10/2020,0,12.649,3.9,0.146
2140,22/10/2020,0,12.669,4.1,0.147
2141,23/10/2020,1,13.023,4.1,0.151
2142,24/10/2020,3,12.576,4.6,0.146
2143,25/10/2020,26.5,45.934,23.4,0.532
2144,26/10/2020,17,78.818,33.9,0.912
2145,27/10/2020,10.5,115.101,24.6,1.332
2146,28/10/2020,0.5,62.803,9.4,0.727
2147,29/10/2020,0.5,39.404,6.5,0.456
2148,30/10/2020,1,33.019,6,0.382
2149,31/10/2020,1.5,28.275,6,0.327
2150,1/11/2020,12,50.698,17.8,0.587
2151,2/11/2020,1,36.756,13.2,0.425
2152,3/11/2020,0,26.205,6.1,0.303
2153,4/11/2020,0,23.85,6,0.276
2154,5/11/2020,0,22.128,5.8,0.256
2155,6/11/2020,12,75.597,74.5,0.875
2156,7/11/2020,0,57.421,23.2,0.665
2157,8/11/2020,0,35.6,7,0.412
2158,9/11/2020,0,29.431,6.2,0.341
2159,10/11/2020,0,26.274,6.3,0.304
2160,11/11/2020,0,23.838,6.5,0.276
2161,12/11/2020,0,22.838,6.5,0.264
2162,13/11/2020,5.5,21.498,6.5,0.249
2163,14/11/2020,11,53.502,24.2,0.619
2164,15/11/2020,0,30.78,17.2,0.356
2165,16/11/2020,0,21.248,5.7,0.246
2166,17/11/2020,0,18.88,5.6,0.219
2167,18/11/2020,0,17.33,5.7,0.201
2168,19/11/2020,0.5,18.447,5.5,0.214
2169,20/11/2020,0,17.426,5.6,0.202
2170,21/11/2020,0,15.774,5.5,0.183
2171,22/11/2020,5,17.332,8.5,0.201
2172,23/11/2020,0,19.749,8.7,0.229
2173,24/11/2020,12,34.563,20.1,0.4
2174,25/11/2020,0,22.403,8.5,0.259
2175,26/11/2020,0,16.38,6.3,0.19
2176,27/11/2020,0,15.198,5.9,0.176
2177,28/11/2020,0,14.251,6,0.165
2178,29/11/2020,0,13.665,6.2,0.158
2179,30/11/2020,2.5,13.287,6.5,0.154
2180,1/12/2020,0,11.344,48.5,0.131
2181,2/12/2020,1.5,9.461,34.2,0.11
2182,3/12/2020,0.5,10.747,61.5,0.124
2183,4/12/2020,0,9.585,19.2,0.111
2184,5/12/2020,0,8.405,6,0.097
2185,6/12/2020,11.5,8.188,5.6,0.095
2186,7/12/2020,0,29.248,23.6,0.339
2187,8/12/2020,0,9.758,6.7,0.113
2188,9/12/2020,0,12.113,6.2,0.14
2189,10/12/2020,0,10.958,5.1,0.127
2190,11/12/2020,0,10.741,5.4,0.124
2191,12/12/2020,0.5,11.387,5.3,0.132
2192,13/12/2020,0.5,10.822,7,0.125
2193,14/12/2020,0,10.229,6.5,0.118
2194,15/12/2020,0,8.39,6.2,0.097
2195,16/12/2020,4,10.369,4.8,0.12
2196,17/12/2020,16,35.964,11.7,0.416
2197,18/12/2020,0,25.766,11.9,0.298
2198,19/12/2020,20.5,51.55,26.4,0.597
2199,20/12/2020,0,17.317,8.5,0.2
2200,21/12/2020,0,10.008,2.6,0.116
2201,22/12/2020,19,17.604,4.3,0.204
2202,23/12/2020,3,67.58,19.7,0.782
2203,24/12/2020,0,21.48,3.4,0.249
2204,25/12/2020,0,15.239,2.2,0.176
2205,26/12/2020,0,12.536,1.8,0.145
2206,27/12/2020,13.5,86.217,46,0.998
2207,28/12/2020,0,72.49,64.4,0.839
2208,29/12/2020,2,25.699,5.1,0.297
2209,30/12/2020,17,127.136,39.5,1.471
2210,31/12/2020,1,77.027,17.9,0.892
2211,1/01/2021,1,43.775,5.7,0.507
2212,2/01/2021,8,47.96,7.4,0.555
2213,3/01/2021,0.5,46.735,7.6,0.541
2214,4/01/2021,17.5,50.724,14.7,0.587
2215,5/01/2021,12,193.464,61.9,2.239
2216,6/01/2021,0.5,138.354,16.7,1.601
2217,7/01/2021,4.5,71.75,7.7,0.83
2218,8/01/2021,4,70.322,7.4,0.814
2219,9/01/2021,0.5,56.396,6.2,0.653
2220,10/01/2021,0,44.113,5.2,0.511
2221,11/01/2021,0,37.205,4.8,0.431
2222,12/01/2021,0,31.279,4,0.362
2223,13/01/2021,0,27.24,4,0.315
2224,14/01/2021,0,23.937,3.6,0.277
2225,15/01/2021,0,21.741,3.6,0.252
2226,16/01/2021,0,19.527,3.6,0.226
2227,17/01/2021,0,17.759,3.3,0.206
2228,18/01/2021,0,16.455,3.2,0.19
2229,19/01/2021,0,15.647,3.2,0.181
2230,20/01/2021,0,14.882,2.3,0.172
2231,21/01/2021,0,14.756,2.4,0.171
2232,22/01/2021,0,14.977,2.2,0.173
2233,23/01/2021,0,13.566,2.6,0.157
2234,24/01/2021,0,12.563,2.2,0.145
2235,25/01/2021,0,12.083,2.4,0.14
2236,26/01/2021,0,12.454,3.8,0.144
2237,27/01/2021,0,11.375,3,0.132
2238,28/01/2021,0.5,10.922,5.9,0.126
2239,29/01/2021,4,12.396,5.8,0.143
2240,30/01/2021,1.5,15.465,3.8,0.179
2241,31/01/2021,9,24.563,10.1,0.284
2242,1/02/2021,0,12.427,4.6,0.144
2243,2/02/2021,27,10.839,6.3,0.125
2244,3/02/2021,5,113.837,46.9,1.318
2245,4/02/2021,0,21.556,5.5,0.249
2246,5/02/2021,0.5,22.905,5.9,0.265
2247,6/02/2021,0,48.88,25.3,0.566
2248,7/02/2021,3.5,28.048,6.8,0.325
2249,8/02/2021,0.5,23.297,4.9,0.27
2250,9/02/2021,0,17.109,4.2,0.198
2251,10/02/2021,0,16.316,4.7,0.189
2252,11/02/2021,0,14.883,3.7,0.172
2253,12/02/2021,0,14.009,3.7,0.162
2254,13/02/2021,8.5,13.837,3.1,0.16
2255,14/02/2021,14.5,86.055,31.2,0.996
2256,15/02/2021,0,35.052,10.5,0.406
2257,16/02/2021,0,22.766,3.5,0.263
2258,17/02/2021,7.5,22.783,3.1,0.264
2259,18/02/2021,7.5,38.812,5.7,0.449
2260,19/02/2021,0.5,30.238,5,0.35
2261,20/02/2021,2.5,27.334,8.5,0.316
2262,21/02/2021,0,24.451,7.7,0.283
2263,22/02/2021,0,19.889,7.9,0.23
2264,23/02/2021,0,18.749,7.4,0.217
2265,24/02/2021,0,16.888,6,0.195
2266,25/02/2021,1,17.482,6.9,0.202
2267,26/02/2021,3,83.599,50.5,0.968
2268,27/02/2021,0.5,32.269,8.7,0.373
2269,28/02/2021,0,20.534,5,0.238
2270,1/03/2021,0,18.306,6.1,0.212
2271,2/03/2021,0,16.55,5.3,0.192
2272,3/03/2021,0,15.293,6.9,0.177
2273,4/03/2021,0,14.698,6.3,0.17
2274,5/03/2021,0,14.012,6,0.162
2275,6/03/2021,0,13.18,5.8,0.153
2276,7/03/2021,0,12.926,6.6,0.15
2277,8/03/2021,0,12.411,5.3,0.144
2278,9/03/2021,0,12.477,7,0.144
2279,10/03/2021,0,12.117,5.8,0.14
2280,11/03/2021,0,11.819,5.1,0.137
2281,12/03/2021,15.5,11.873,5.5,0.137
2282,13/03/2021,19,44.484,17.1,0.515
2283,14/03/2021,2,15.816,7.2,0.183
2284,15/03/2021,12.5,42.568,12.1,0.493
2285,16/03/2021,0.5,27.258,7.4,0.315
2286,17/03/2021,6,17.17,2.8,0.199
2287,18/03/2021,5,28.96,3.7,0.335
2288,19/03/2021,18.5,52.835,11.9,0.612
2289,20/03/2021,10.5,166.883,14.4,1.932
2290,21/03/2021,28.5,336.298,14.4,3.892
2291,22/03/2021,29,1037.232,14.4,12.005
2292,23/03/2021,33.5,1266.209,54.4,14.655
2293,24/03/2021,23,1172.463,53.6,13.57
2294,25/03/2021,0.5,540.939,32.3,6.261
2295,26/03/2021,0,266.883,17.9,3.089
2296,27/03/2021,0.5,176.46,12.3,2.042
2297,28/03/2021,0,126.813,9.1,1.468
2298,29/03/2021,0,101.731,7.6,1.177
2299,30/03/2021,0,88.721,7.9,1.027
2300,31/03/2021,0,75.274,7.6,0.871
2301,1/04/2021,0,69.042,7.1,0.799
2302,2/04/2021,0,60.09,8,0.695
2303,3/04/2021,0,57.099,8.4,0.661
2304,4/04/2021,0,50.166,7.9,0.581
2305,5/04/2021,0,46.565,8.5,0.539
2306,6/04/2021,0,42.37,8.8,0.49
2307,7/04/2021,0,39.039,8.6,0.452
2308,8/04/2021,0,37.815,8.4,0.438
2309,9/04/2021,0,36.82,8.5,0.426
2310,10/04/2021,0,34.734,7.5,0.402
2311,11/04/2021,0,32.671,7.5,0.378
2312,12/04/2021,0,31.472,7.1,0.364
2313,13/04/2021,0,29.535,7.2,0.342
2314,14/04/2021,0,28.394,7,0.329
2315,15/04/2021,0,27,7.3,0.312
2316,16/04/2021,0,25.817,4.4,0.299
2317,17/04/2021,0,23.55,2.6,0.273
2318,18/04/2021,2,24.609,3.3,0.285
2319,19/04/2021,0,24.21,4.9,0.28
2320,20/04/2021,0,21.995,2.7,0.255
2321,21/04/2021,0,21.04,2.8,0.244
2322,22/04/2021,0,20.11,3.1,0.233
2323,23/04/2021,0,19.792,3.2,0.229
2324,29/04/2021,0,17.345,4.6,0.201
2325,30/04/2021,0,17.061,5.4,0.197
2326,1/05/2021,0,16.55,5.8,0.192
2327,2/05/2021,0,16.196,6.5,0.187
2328,3/05/2021,2.5,25.993,22.8,0.301
2329,4/05/2021,0,20.978,40.8,0.243
2330,5/05/2021,7.5,27.607,43.1,0.32
2331,6/05/2021,4,23.525,60.9,0.272
2332,7/05/2021,21,77.676,65.6,0.899
2333,8/05/2021,6,74.218,41.1,0.859
2334,9/05/2021,0,35.45,42.9,0.41
2335,10/05/2021,1,26.661,44.5,0.309
2336,11/05/2021,0,22.357,46.3,0.259
2337,12/05/2021,0.5,22.639,46.2,0.262
2338,13/05/2021,0,20.58,50.7,0.238
2339,14/05/2021,0,19.153,24.1,0.222
2340,15/05/2021,0,18.828,2.3,0.218
2341,16/05/2021,0,17.996,2.4,0.208
2342,17/05/2021,0,17.159,2.7,0.199
2343,18/05/2021,0,16.792,2.4,0.194
2344,19/05/2021,0,16.289,2.6,0.189
2345,20/05/2021,0,14.279,2.9,0.165
2346,21/05/2021,0,14.165,2.9,0.164
2347,22/05/2021,0,15.742,3.2,0.182
2348,23/05/2021,0,15.523,3,0.18
2349,24/05/2021,0.5,14.745,2.9,0.171
2350,25/05/2021,0.5,15.075,3,0.174
2351,26/05/2021,0,15.846,3.1,0.183
2352,27/05/2021,0,15.102,3.5,0.175
2353,28/05/2021,0,14.407,3.1,0.167
2354,29/05/2021,0,13.886,3.1,0.161
2355,30/05/2021,0,13.232,3,0.153
2356,31/05/2021,0,14.867,3.1,0.172
2357,1/06/2021,0,16.003,3,0.185
2358,2/06/2021,0,15.629,3.1,0.181
2359,3/06/2021,0,15.662,3.3,0.181
2360,4/06/2021,10.5,35.243,16.3,0.408
2361,5/06/2021,0.5,26.284,8.4,0.304
2362,6/06/2021,0,19.024,4.2,0.22
2363,7/06/2021,0,16.97,3.3,0.196
2364,8/06/2021,0,16.271,3.1,0.188
2365,9/06/2021,2.5,17.095,3.2,0.198
2366,10/06/2021,1,25.085,5.9,0.29
2367,11/06/2021,8,32.195,8.2,0.373
2368,12/06/2021,0,29.194,8.9,0.338
2369,13/06/2021,0,26.807,4.3,0.31
2370,14/06/2021,0,21.038,3.9,0.243
2371,15/06/2021,0,18.589,3.6,0.215
2372,16/06/2021,0,18.158,3.5,0.21
2373,18/06/2021,1.5,47.163,38.7,0.546
2374,19/06/2021,0,25.289,8.9,0.293
2375,20/06/2021,0,21.955,5.2,0.254
2376,21/06/2021,0,19.888,4.6,0.23
2377,22/06/2021,0.5,20.026,4.8,0.232
2378,23/06/2021,0,17.304,5.2,0.2
2379,24/06/2021,0,13.796,4.4,0.16
2380,25/06/2021,7.5,20.137,6.8,0.233
2381,26/06/2021,0.5,32.826,29.1,0.38
2382,27/06/2021,0,13.568,5.5,0.157
2383,28/06/2021,0,12.199,4,0.141
2384,29/06/2021,0,13.833,4.2,0.16
2385,30/06/2021,1,13.714,4.4,0.159
2386,1/07/2021,0,15.923,4.8,0.184
2387,2/07/2021,7.5,18.948,7.6,0.219
2388,3/07/2021,0.5,32.002,23.8,0.37
2389,4/07/2021,0,20.139,6.2,0.233
2390,5/07/2021,0,17.722,4.1,0.205
2391,6/07/2021,0,14.883,3.7,0.172
2392,7/07/2021,0,13.821,3.9,0.16
2393,8/07/2021,0,14.569,4.3,0.169
2394,9/07/2021,0,14.058,3.6,0.163
2395,10/07/2021,1.5,15.191,4,0.176
2396,11/07/2021,0,17.943,5.1,0.208
2397,12/07/2021,0,16.256,4.3,0.188
2398,13/07/2021,0,14.153,4.3,0.164
2399,14/07/2021,0,13.351,4.6,0.155
2400,15/07/2021,1,14.774,4.8,0.171
2401,16/07/2021,1.5,14.786,4.2,0.171
2402,17/07/2021,7,30.818,26.1,0.357
2403,18/07/2021,10.5,54.057,40.6,0.626
2404,19/07/2021,0,36.175,18.3,0.419
2405,20/07/2021,0.5,26.91,7.4,0.311
2406,21/07/2021,0.5,25.042,8,0.29
2407,22/07/2021,1,25.124,7.4,0.291
2408,23/07/2021,0,20.237,6.5,0.234
2409,24/07/2021,3,22.115,6.3,0.256
2410,25/07/2021,2,20.418,6.8,0.236
2411,26/07/2021,4.5,40.758,35.2,0.472
2412,27/07/2021,0,27.128,11.6,0.314
2413,28/07/2021,0,22.072,7.2,0.255
2414,29/07/2021,2,19.174,7,0.222
2415,30/07/2021,0,17.99,8.8,0.208
2416,31/07/2021,0,17.462,7.5,0.202
2417,1/08/2021,0,17.031,6.9,0.197
2418,2/08/2021,2,17.021,7.5,0.197
2419,3/08/2021,1.5,16.776,8.3,0.194
2420,4/08/2021,7,38.226,29.3,0.442
2421,5/08/2021,0.5,31.626,18.1,0.366
2422,6/08/2021,0,20.521,15.2,0.238
2423,7/08/2021,0,19.815,16.5,0.229
2424,8/08/2021,0,17.953,17.7,0.208
2425,9/08/2021,1.5,16.713,20.5,0.193
2426,10/08/2021,0,19.459,24.8,0.225
2427,11/08/2021,0,18.083,27.9,0.209
2428,12/08/2021,1.5,16.57,19.3,0.192
2429,13/08/2021,4.5,29.942,29.7,0.347
2430,14/08/2021,0,18.326,20,0.212
2431,15/08/2021,0,16.161,17.9,0.187
2432,16/08/2021,0,15.548,15.8,0.18
2433,17/08/2021,0,15.196,15.5,0.176
2434,18/08/2021,0,14.947,15.5,0.173
2435,19/08/2021,0,14.261,17.5,0.165
2436,20/08/2021,0,13.714,18.3,0.159
2437,21/08/2021,0,13.9,18.1,0.161
2438,22/08/2021,0,13.609,19.5,0.158
2439,23/08/2021,0,13.297,21.5,0.154
2440,24/08/2021,10.5,19.984,28.7,0.231
2441,25/08/2021,44,292.107,161.5,3.381
2442,26/08/2021,1,299.109,43.7,3.462
2443,27/08/2021,0,168.034,25.7,1.945
2444,28/08/2021,0,102.182,24.4,1.183
2445,29/08/2021,0,75.235,17.6,0.871
2446,30/08/2021,1,62.158,12.4,0.719
2447,31/08/2021,0,55.966,11.7,0.648
2448,1/09/2021,0,47.882,11.2,0.554
2449,2/09/2021,0,42.304,12.2,0.49
2450,3/09/2021,0,36.42,13.4,0.422
2451,4/09/2021,0,32.058,14.8,0.371
2452,5/09/2021,3,36.639,18.3,0.424
2453,6/09/2021,10.5,74.565,45.9,0.863
2454,7/09/2021,0,41.694,22.8,0.483
2455,8/09/2021,0,35.026,24.2,0.405
2456,9/09/2021,0,33.037,28,0.382
2457,10/09/2021,0,28.929,27,0.335
2458,11/09/2021,0,28.529,28.9,0.33
2459,12/09/2021,0,26.015,32,0.301
2460,13/09/2021,0,25.092,33.9,0.29
2461,14/09/2021,2,26.612,36.5,0.308
2462,15/09/2021,0.5,36.096,277,0.418
2463,16/09/2021,0,24.83,64.7,0.287
2464,17/09/2021,0,23.211,46.4,0.269
2465,18/09/2021,0,22.213,55.2,0.257
2466,19/09/2021,7,29.898,67.1,0.346
2467,20/09/2021,0,26.964,57.1,0.312
2468,21/09/2021,2,21.349,74,0.247
2469,22/09/2021,0,23.395,47.9,0.271
2470,23/09/2021,0,19.293,53.4,0.223
2471,24/09/2021,0,18.617,54.5,0.215
2472,25/09/2021,0,17.798,56.3,0.206
2473,26/09/2021,0,17.436,57,0.202
2474,27/09/2021,0,16.902,57.2,0.196
2475,28/09/2021,0,16.731,73.4,0.194
2476,29/09/2021,0,16.248,75.9,0.188
2477,30/09/2021,11,40.752,373,0.472
2478,1/10/2021,10.5,40.339,74.7,0.467
2479,2/10/2021,10.5,61.234,105.4,0.709
2480,3/10/2021,1,28.396,129.3,0.329
2481,4/10/2021,1,23.593,132,0.273
2482,5/10/2021,0.5,20.692,131.1,0.239
2483,6/10/2021,0,19.269,133.4,0.223
2484,7/10/2021,0,18.765,130.4,0.217
2485,8/10/2021,0,17.229,131.4,0.199
2486,9/10/2021,0,16.168,138.4,0.187
2487,10/10/2021,0,15.611,153.2,0.181
2488,11/10/2021,5,15.721,172.4,0.182
2489,12/10/2021,5.5,27.486,206,0.318
2490,13/10/2021,8,44.833,87.2,0.519
2491,14/10/2021,0.5,28.786,10.2,0.333
2492,15/10/2021,5.5,33.468,16.9,0.387
2493,16/10/2021,7,42.958,18.9,0.497
2494,17/10/2021,0,35.72,14.1,0.413
2495,18/10/2021,0,26.079,8.3,0.302
2496,19/10/2021,0,22.191,11.4,0.257
2497,20/10/2021,0,19.087,11.2,0.221
2498,21/10/2021,0.5,18.18,12.8,0.21
2499,22/10/2021,0,17.566,7.9,0.203
2500,23/10/2021,0,16.711,9.3,0.193
2501,24/10/2021,1,15.869,10.7,0.184
2502,25/10/2021,0,23.432,32,0.271
2503,26/10/2021,0,14.84,33.7,0.172
2504,27/10/2021,0,14.219,22.6,0.165
2505,28/10/2021,0,13.721,2.1,0.159
2506,29/10/2021,0,13.385,2.7,0.155
2507,30/10/2021,0,12.867,2.3,0.149
2508,31/10/2021,0,12.506,2.7,0.145
2509,1/11/2021,0,12.104,3,0.14
2510,2/11/2021,0,12.094,5,0.14
2511,3/11/2021,0,11.823,11.7,0.137
2512,4/11/2021,0,11.713,20.8,0.136
2513,5/11/2021,24.5,43.132,39.3,0.499
2514,6/11/2021,4,51.934,37.2,0.601
2515,7/11/2021,0,23.568,53,0.273
2516,8/11/2021,25.5,42.996,78.2,0.498
2517,9/11/2021,9,173.083,80.6,2.003
2518,10/11/2021,0,38.967,20.5,0.451
2519,11/11/2021,17,83.726,35.1,0.969
2520,12/11/2021,24,140.929,35.6,1.631
2521,13/11/2021,8.5,396.039,40,4.584
2522,14/11/2021,0,137.679,12.5,1.594
2523,15/11/2021,3.5,90.361,8.6,1.046
2524,16/11/2021,0,72.322,7,0.837
2525,17/11/2021,0,54.729,5.5,0.633
2526,18/11/2021,0,47.116,4.3,0.545
2527,19/11/2021,0,41.853,4.1,0.484
2528,20/11/2021,0,37.348,3.4,0.432
2529,21/11/2021,1.5,34.362,3.3,0.398
2530,22/11/2021,15.5,72.947,16.5,0.844
2531,23/11/2021,1,57.223,7.7,0.662
2532,24/11/2021,0.5,44.132,4.3,0.511
2533,25/11/2021,2.5,40.353,3.5,0.467
2534,26/11/2021,18,78.241,33.1,0.906
2535,27/11/2021,27.5,379.524,63.6,4.393
2536,28/11/2021,8,273.165,22.4,3.162
2537,29/11/2021,0.5,170.74,14.2,1.976
2538,30/11/2021,0,119.155,10.7,1.379
2539,1/12/2021,0,93.962,8.4,1.088
2540,2/12/2021,0.5,105.569,19.4,1.222
2541,3/12/2021,0.5,91.922,13.3,1.064
2542,4/12/2021,0,95.827,17.1,1.109
2543,5/12/2021,0,67.874,6.2,0.786
2544,6/12/2021,1,60.611,5.4,0.702
2545,7/12/2021,2.5,61.48,5.4,0.712
2546,8/12/2021,5,69.824,9.9,0.808
2547,9/12/2021,10.5,87.972,22.8,1.018
2548,10/12/2021,10,145.553,54.6,1.685
2549,11/12/2021,0,137.838,28.8,1.595
2550,12/12/2021,0,85.064,8.2,0.985
2551,13/12/2021,0,69.622,6,0.806
2552,14/12/2021,0,58.847,4.9,0.681
2553,15/12/2021,0,52.213,4.3,0.604
2554,16/12/2021,4.5,48.783,5.9,0.565
2555,17/12/2021,0,44.9,5.4,0.52
2556,18/12/2021,0,40.07,4.2,0.464
2557,19/12/2021,4,37.593,3.9,0.435
2558,20/12/2021,3.5,52.595,10.1,0.609
2559,21/12/2021,0.5,39.605,4.6,0.458
2560,22/12/2021,0,34.148,3.4,0.395
2561,23/12/2021,0,30.416,3,0.352
2562,9/06/2023,0,17.799,3.4,0.206
2563,10/06/2023,0,17.818,4.2,0.206
2564,11/06/2023,0,16.523,3.5,0.191
2565,12/06/2023,0,15.737,3.6,0.182
2566,13/06/2023,0,15.644,3.4,0.181
2567,14/06/2023,2.5,18.784,5.5,0.217
2568,15/06/2023,0,20.289,13.2,0.235
2569,16/06/2023,0,16.123,4.6,0.187
2570,17/06/2023,0,15.641,4.4,0.181
2571,18/06/2023,0,15.606,4.6,0.181
2572,19/06/2023,0,15.392,4.8,0.178
2573,20/06/2023,2,16.118,5.4,0.187
2574,21/06/2023,0,17.042,7,0.197
2575,22/06/2023,0,15.26,4.9,0.177
2576,23/06/2023,2.5,17.128,5.7,0.198
2577,24/06/2023,11.5,50.621,55.9,0.586
2578,25/06/2023,0,21.286,9.2,0.246
2579,26/06/2023,0,18.142,4.8,0.21
2580,27/06/2023,0,17.322,4.5,0.2
2581,28/06/2023,0,17.05,3.9,0.197
2582,29/06/2023,0,18.56,4.4,0.215
2583,30/06/2023,0,18.363,4.7,0.213
2584,1/07/2023,0,16.833,4,0.195
2585,2/07/2023,0,16.751,4,0.194
2586,3/07/2023,0,16.081,4.2,0.186
2587,4/07/2023,0,16.025,4.1,0.185
2588,5/07/2023,5,23.636,9.2,0.274
2589,6/07/2023,0,21.733,11.5,0.252
2590,7/07/2023,0,17.578,4.5,0.203
2591,8/07/2023,0,18.486,4.4,0.214
2592,9/07/2023,0,16.631,4.2,0.192
2593,10/07/2023,0,16.707,4.5,0.193
2594,11/07/2023,0,16.515,4.4,0.191
2595,12/07/2023,0,16.471,4.4,0.191
2596,13/07/2023,0,15.783,4.2,0.183
2597,14/07/2023,0,15.644,4.3,0.181
2598,15/07/2023,0,15.496,4.1,0.179
2599,16/07/2023,0,15.607,4.6,0.181
2600,17/07/2023,0,16.183,4.3,0.187
2601,18/07/2023,0,16.318,4.2,0.189
2602,19/07/2023,0,16.132,4.4,0.187
2603,20/07/2023,0,15.941,4.8,0.185
2604,21/07/2023,0,14.191,4.5,0.164
2605,22/07/2023,0,12.363,4.2,0.143
2606,23/07/2023,0,14.992,5.2,0.174
2607,24/07/2023,0,14.874,5.3,0.172
2608,25/07/2023,0,15.054,4.9,0.174
2609,26/07/2023,0,14.913,4.6,0.173
2610,27/07/2023,0,14.739,4.8,0.171
2611,28/07/2023,0,14.858,4.5,0.172
2612,29/07/2023,0,15.155,5.1,0.175
2613,30/07/2023,0,14.805,4.7,0.171
2614,31/07/2023,0,14.622,4.5,0.169
2615,1/08/2023,0,14.996,4.7,0.174
2616,2/08/2023,0,14.568,4.5,0.169
2617,3/08/2023,0,14.426,4.9,0.167
2618,4/08/2023,0,14.719,4.9,0.17
2619,5/08/2023,0,14.487,4.5,0.168
2620,6/08/2023,0,14.175,4.4,0.164
2621,7/08/2023,0,14.342,4.5,0.166
2622,8/08/2023,0,14.782,4.6,0.171
2623,9/08/2023,0,14.358,4.7,0.166
2624,10/08/2023,0,14.218,4.8,0.165
2625,11/08/2023,0,13.981,4.6,0.162
2626,12/08/2023,0,13.713,4.9,0.159
2627,13/08/2023,0,13.65,5.1,0.158
2628,14/08/2023,8.5,15.01,6.1,0.174
2629,15/08/2023,14,62.163,70.9,0.719
2630,16/08/2023,0,23.061,18.8,0.267
2631,17/08/2023,0,15.598,7.9,0.181
2632,18/08/2023,4.5,13.106,4.1,0.152
2633,19/08/2023,4,38.802,30,0.449
2634,20/08/2023,0,20.05,7.1,0.232
2635,21/08/2023,0,14.757,3.8,0.171
2636,22/08/2023,0,13.919,3.6,0.161
2637,23/08/2023,0,13.121,3.3,0.152
2638,24/08/2023,0,11.845,2.9,0.137
2639,25/08/2023,0,11.197,3,0.13
2640,26/08/2023,0,10.472,2.7,0.121
2641,27/08/2023,0,10.322,3.2,0.119
2642,28/08/2023,0,10.244,2.8,0.119
2643,29/08/2023,0,10.702,3.1,0.124
2644,30/08/2023,0,12.879,4,0.149
2645,31/08/2023,4.5,16.953,10.8,0.196
2646,1/09/2023,0,19.297,15.5,0.223
2647,2/09/2023,0,13.074,4.1,0.151
2648,3/09/2023,0,10.949,3.3,0.127
2649,4/09/2023,0,10.53,3.2,0.122
2650,5/09/2023,0,10.619,3.2,0.123
2651,6/09/2023,0,10.31,2.9,0.119
2652,7/09/2023,0,9.807,2.9,0.114
2653,8/09/2023,2.5,9.589,2.8,0.111
2654,9/09/2023,6,37.099,40,0.429
2655,10/09/2023,0,18.619,11.4,0.215
2656,11/09/2023,0,11.638,4.5,0.135
2657,12/09/2023,0,9.59,3.1,0.111
2658,13/09/2023,0,7.227,3.1,0.084
2659,14/09/2023,0,7.118,3.1,0.082
2660,15/09/2023,0,7.015,2.8,0.081
2661,16/09/2023,0,6.987,2.8,0.081
2662,17/09/2023,0,6.835,2.2,0.079
2663,18/09/2023,0,6.683,2.4,0.077
2664,19/09/2023,0,6.782,2.5,0.078
2665,20/09/2023,0,6.552,2.1,0.076
2666,21/09/2023,0,6.43,2.2,0.074
2667,22/09/2023,0,6.648,2.5,0.077
2668,23/09/2023,0,8.712,3.5,0.101
2669,24/09/2023,0,8.381,2.9,0.097
2670,25/09/2023,0,8.255,2.6,0.096
2671,26/09/2023,0,8.222,2.6,0.095
2672,27/09/2023,1.5,8.389,2.8,0.097
2673,28/09/2023,0,11.515,7.4,0.133
2674,29/09/2023,0,8.322,2.7,0.096
2675,30/09/2023,0,8.146,2.4,0.094
2676,1/10/2023,0,7.787,2.2,0.09
2677,2/10/2023,0,7.577,3.5,0.088
2678,3/10/2023,0,7.623,2.3,0.088
2679,4/10/2023,0,7.604,2.2,0.088
2680,5/10/2023,25.5,51.458,57,0.596
2681,6/10/2023,0,42.422,48.4,0.491
2682,7/10/2023,0,16.429,6.5,0.19
2683,8/10/2023,0,13.36,4.3,0.155
2684,9/10/2023,0,11.93,3,0.138
2685,10/10/2023,0,11.16,2.9,0.129
2686,11/10/2023,0,10.515,3,0.122
2687,12/10/2023,0,9.846,3,0.114
2688,13/10/2023,0,9.063,2.5,0.105
2689,14/10/2023,0,9.158,2.4,0.106
2690,15/10/2023,0,8.78,2.5,0.102
2691,16/10/2023,0,8.413,2.6,0.097
2692,17/10/2023,0,8.63,2.7,0.1
2693,18/10/2023,0,9.104,4.8,0.105
